comment,decision_type,final_label_after_llm,final_negative,final_neutral,final_positive,keyword,llm_label,llm_reason,season,sentiment_association,star_negative,star_neutral,star_positive,star_top_label,star_top_score,tri_negative,tri_neutral,tri_positive,tri_top_label,tri_top_score
"我很不满...RR的分手...特希望他们俩还能再好,盼啊盼啊,把所有的情节都跳过去,就为了看他俩",weighted_merge,negative,0.6279393752407071,0.23742556659320288,0.13463505816609006,希望,negative,评论明确表达对剧情安排的不满和失望情绪,5,negative,0.5364984634368238,0.30942646200297436,0.1540750745602019,negative,0.5364984634368238,0.765100742946532,0.12942422347854568,0.10547503357492237,negative,0.765100742946532
半个月扫完五季，我得休息一下。,llm_override_pos_neg_conflict,neutral,0.0,1.0,0.0,休息,"","",5,neutral,0.33864979503526976,0.2693759958353042,0.39197420912942604,positive,0.39197420912942604,0.35832701201221384,0.35236440158976323,0.289308586398023,negative,0.35832701201221384
爱钱德勒和莫妮卡,weighted_merge,positive,0.043655906349675866,0.39691006369833426,0.55943402995199,莫妮,"","",5,positive,0.04282200221886123,0.30002499502259283,0.6571530027585459,positive,0.6571530027585459,0.04490676254589781,0.5422376667119463,0.41285557074215584,neutral,0.5422376667119464
大概是目前为止最平淡的一季？或者说觉察到了长篇肥皂剧普遍存在的瓶颈。,weighted_merge,neutral,0.43395668391345216,0.373645420551899,0.19239789553464887,觉察,neutral,评论客观描述了剧集平淡和长篇肥皂剧的瓶颈，没有明确表达赞扬或批评。,5,negative,0.25549338555163126,0.4701022779066859,0.2744043365416828,neutral,0.4701022779066859,0.7016516314561834,0.22896013451971853,0.069388234024098,negative,0.7016516314561835
越来越讨厌ROSS，我能理解Rachel，能理解Emily。唯独理解不了ROSS,llm_override_large_gap_conflict,negative,1.0,0.0,0.0,讨厌,negative,评论明确表达对ROSS角色的厌恶情绪,5,negative,0.30023233743825084,0.3920813266040328,0.3076863359577164,neutral,0.3920813266040328,0.6607333052102261,0.2513690444994458,0.08789765029032805,negative,0.6607333052102261
这一季感觉水准下降，很多笑点都是用恶俗来凑，尤其是对莫妮卡的人设都没有了底限。整季的重心都放在了用各种恶俗去逗人笑，有的甚至让人不可忍受。,weighted_merge,negative,0.5555911316502244,0.24941418027770182,0.19499468807207382,水准,negative,评论明确批评本季水准下降、笑点恶俗、人设无底线，整体表达不满和否定情绪。,5,negative,0.3919390460413323,0.3344063172188863,0.27365463673978135,negative,0.3919390460413323,0.8010692600635624,0.12192597486592507,0.07700476507051247,negative,0.8010692600635625
喜欢菲比~觉得跟老太太弄得那个真的很无语。为什么钱德勒老是忽胖忽瘦的,llm_override_pos_neg_conflict,neutral,0.0,1.0,0.0,真的,"","",5,neutral,0.3235803279657431,0.3327469169833861,0.3436727550508707,positive,0.34367275505087075,0.4992933586542345,0.2551587759132777,0.24554786543248777,negative,0.4992933586542345
这季有点太dramatic了。。。,weighted_merge,neutral,0.44070805726110135,0.38619952862036255,0.17309241411853607,dramatic,neutral,评论表达了轻微吐槽但整体情绪倾向不明显，属于中性表达。,5,negative,0.3296726968591836,0.4985415859706628,0.17178571717015362,neutral,0.4985415859706628,0.607261097863978,0.2176864425949122,0.17505245954110976,negative,0.607261097863978
啊啊啊不是要结婚吧,weighted_merge,negative,0.4684076264003567,0.35268343803860935,0.17890893556103393,结婚,negative,评论表达了明显的担忧和不满情绪，对剧情发展持否定态度。,5,negative,0.5655044805894148,0.223801351089846,0.21069416832073912,negative,0.5655044805894148,0.32276234511676943,0.5460065684617544,0.1312310864214761,neutral,0.5460065684617544
重回巅峰，完美的爱情故事。,weighted_merge,positive,0.03783974823735578,0.154704496561838,0.8074557552008061,巅峰,"","",5,positive,0.010309762526902376,0.11361017053696663,0.8760800669361309,positive,0.8760800669361309,0.07913472680303589,0.21634598559914497,0.7045192875978191,positive,0.7045192875978191
比上季好笑多了！Chandler is a fabulous guy!,weighted_merge,positive,0.03928083450317313,0.11934526975835463,0.8413738957384722,chandler,"","",5,positive,0.04039145532875067,0.1524080777309963,0.8072004669402529,positive,0.807200466940253,0.03761490326480681,0.06975105779939209,0.8926340389358011,positive,0.8926340389358011
OHH 每季都要来个爆点~什么时候轮到菲比和乔伊？？？哈哈哈,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,爆点,"","",5,positive,0.4074331050919885,0.3732949063744364,0.21927198853357505,negative,0.4074331050919885,0.27183641524682783,0.3350942382258167,0.39306934652735537,positive,0.3930693465273554
更多的惊喜，更多的化学反应，Friends的Season 5将熟悉的角色引领向一个更加有趣的未来。,weighted_merge,positive,0.07713861445454355,0.24199502500546327,0.6808663605399932,角色,"","",5,positive,0.10871628466314391,0.25303258188647737,0.6382511334503786,positive,0.6382511334503788,0.029772109141643008,0.22543868968394207,0.7447892011744149,positive,0.7447892011744149
菲比这种人不太喜欢。,llm_override_large_gap_conflict,negative,1.0,0.0,0.0,菲比,negative,评论明确表达了对角色菲比的不喜欢，属于整体偏批评的情绪倾向。,5,negative,0.34960191585420136,0.5098870537438462,0.1405110304019523,neutral,0.5098870537438464,0.7943977413474672,0.13524722066697556,0.07035503798555724,negative,0.7943977413474672
钱德勒两次求婚都好浪漫~~~,weighted_merge,positive,0.17204031868135716,0.2784029816556999,0.5495566996629431,求婚,"","",5,positive,0.1967223333041643,0.31335438196747994,0.4899232847283557,positive,0.4899232847283557,0.1350172967471464,0.2259758811880297,0.639006822064824,positive,0.639006822064824
失恋时每天看N集，陪我度过痛苦的岁月。,weighted_merge,positive,0.2628944831484126,0.2688626825032171,0.4682428343483703,岁月,"","",5,positive,0.21985704988134688,0.2159452536400054,0.5641976964786477,positive,0.5641976964786477,0.32745063304901123,0.34823882579803467,0.3243105411529541,neutral,0.34823882579803467
一天看了十七集！！！,weighted_merge,positive,0.17109898869881549,0.3259300668714874,0.502970944429697,十七,"","",5,positive,0.14286691919020142,0.20604703681416256,0.651086043995636,positive,0.651086043995636,0.21344709296173656,0.5057546119574746,0.2807982950807888,neutral,0.5057546119574746
这一季，Monica真该至少赢个提名的。,weighted_merge,positive,0.22145990247062045,0.3606376132598986,0.41790248426948096,monica,"","",5,positive,0.23363909920512288,0.3597733223404485,0.4065875784544286,positive,0.4065875784544286,0.20319110736886678,0.3619340496390738,0.4348748429920595,positive,0.4348748429920595
这季看的微快啊~ 最喜欢Monica&Chandler ??~,weighted_merge,positive,0.054118914532540544,0.18769139433687818,0.7581896911305812,喜欢,"","",5,positive,0.060561343919885505,0.2196739193228534,0.719764736757261,positive,0.719764736757261,0.0444552704515231,0.13971760685791534,0.8158271226905616,positive,0.8158271226905616
小钱钱的演员真让人心疼。第五季就是在胡编。,llm_override_pos_neg_conflict,negative,1.0,0.0,0.0,心疼,negative,前半句表达对演员的同情，后半句直接批评剧情胡编，整体情绪明确偏负面。,5,negative,0.10569315017667616,0.27038524667969127,0.6239216031436325,positive,0.6239216031436325,0.8602531607768897,0.10020554119324238,0.039541298029867944,negative,0.8602531607768897
依然很欢乐,weighted_merge,positive,0.045332105148208714,0.21020363963300753,0.7444642552187837,欢乐,"","",5,positive,0.02316834804057913,0.19912764318693593,0.7777040087724849,positive,0.7777040087724849,0.07857774080965309,0.22681763430211493,0.6946046248882319,positive,0.6946046248882319
其实我真的很中意罗斯和瑞秋这一对啊……不过詹妮弗·安妮斯顿怎么一年比一年黑,weighted_merge,positive,0.550707904719371,0.28566990547650595,0.1636221898041229,斯顿,positive,评论整体表达了对剧中CP的喜爱，后半句关于演员外貌的观察并未改变整体赞扬倾向。,5,negative,0.5701968473520611,0.3029229051441198,0.12688024750381904,negative,0.5701968473520611,0.5214744907703361,0.25979040597508507,0.21873510325457873,negative,0.5214744907703361
老钱还是和莫妮卡在一起了,llm_override_large_gap_conflict,positive,0.0,0.0,1.0,莫妮,"","",5,positive,0.07954202230877254,0.24210433965850195,0.6783536380327255,positive,0.6783536380327255,0.31177276372909546,0.40722671151161194,0.2810005247592926,neutral,0.40722671151161194
11225：EP5钱德勒与莫妮卡的秘密恋情被乔伊意外得知后，他俩求乔伊保密，而后引发了蛮多搞笑的误会/事件；EP11瑞秋终于偶然通过电话留言知晓，她试探乔伊确认两人都知道此事时，乔伊激动地表示“我早就想找人说了，我都快疯了”……联想起高中我与花花谈吐秘密的往事；EP14菲比透过窗户意外看到两人亲密行为也晓得了，然后朋友之间开始“尔虞我诈、将计就计”的争斗还有最后“纸包不住火”真情大白于罗斯的过程煞是有趣。（查了下，这一集在IMDb有9.7分，与最终集并列成为评分最高的两集。）记得第四季女同情侣只出现一集，第五季就只有EP18本广告试镜卡罗尔一人现身而已，戏份越来越少了……,weighted_merge,neutral,0.34694541827014225,0.3995078481714228,0.25354673355843493,秘密,"","",5,neutral,0.31582151145083015,0.40023162248673444,0.2839468660624354,neutral,0.40023162248673444,0.39363127849911045,0.39842218669845536,0.2079465348024342,neutral,0.39842218669845536
最爱这一季,weighted_merge,positive,0.020831242244606023,0.078617126143698,0.900551631611696,爱一,"","",5,positive,0.01240454273900998,0.078299059689489,0.909296397571501,positive,0.909296397571501,0.033471291503000086,0.0790942258250115,0.8874344826719884,positive,0.8874344826719884
2014.05 陪我度过繁忙的考试周,llm_override_large_gap_conflict,positive,0.0,0.0,1.0,考试,"","",5,positive,0.07716355648501055,0.25142609631367385,0.6714103472013155,positive,0.6714103472013155,0.21273437776369983,0.39388914090064586,0.3933764813356543,neutral,0.39388914090064586
这季真是爆笑，每个人状态都特好，mon和chan-chan意想不到的甜蜜组队，最后集两人在拉斯维加斯制造的抛色子赌婚事件相当有泪点哪~到现在也终于理解为什么安妮斯顿的粉丝这么看不来朱莉了，这么可爱一软妹纸谁能不喜欢哪~~,weighted_merge,positive,0.23694374452882278,0.27966022274139146,0.4833960327297858,制造,"","",5,positive,0.24029875844717025,0.3230366095900536,0.43666463196277616,positive,0.43666463196277616,0.2319112236513015,0.21459564246839818,0.5534931338803003,positive,0.5534931338803003
原来罗斯的第三次婚姻是和。。。,weighted_merge,neutral,0.29176396850347835,0.4737599532598269,0.2344760782366948,第三,"","",5,neutral,0.2825142020736397,0.40440048588515776,0.31308531204120255,neutral,0.40440048588515776,0.3056386181482364,0.5777991543218305,0.11656222752993317,neutral,0.5777991543218305
快结婚吧。看见chandler幸福我就好幸福。,weighted_merge,positive,0.07668870732242106,0.2095472295911997,0.7137640630863793,幸福,"","",5,positive,0.03387303866796166,0.17895143941193573,0.7871755219201026,positive,0.7871755219201026,0.1409122103041101,0.2554409148600956,0.6036468748357942,positive,0.6036468748357943
以Monica和钱钱为中心人物的一季真是太棒了，好甜蜜的爱情，尤其前期地下秘密谈情说爱，然后不断被发现的过程简直笑死。多少有点疲劳ross和rach翻来覆去讲他们那点事儿了，还好只是最后一集留了个尾巴。,weighted_merge,positive,0.2708662275794848,0.33709909312207703,0.39203467929843816,人物,"","",5,positive,0.2701544128668427,0.4893173365992296,0.24052825053392776,neutral,0.4530716079622496,0.32610719516434494,0.17619154653076358,0.4977012583048915,positive,0.5349085725045292
超甜的一季，M和C从伦敦开始就在一起了，从炮友到地下情到最后甜蜜的公开，甚至差点在LV结婚，会有比这更甜的一季吗？M这季的造型也超好看~R和R终于这一季比较干净了，尤其是是Rachel意识到自己破坏了一段婚姻之后就真的死心了，不看他们俩拖泥带水真的浑身舒畅。Ross搬家也是特别有趣的段落，也是全剧的big change之一吧。全季都在保守秘密的Joey太辛苦了。这季最touch到我的应该是感恩节段落，可怜的C，还是可怜的C。,weighted_merge,positive,0.13614907316206595,0.2440249670508875,0.6198259597870466,破坏,"","",5,positive,0.0533825356991284,0.2848258205921152,0.6617916437087563,positive,0.6617916437087564,0.2602988793564723,0.18282368673904587,0.5568774339044819,positive,0.5568774339044819
在考试前的漫长等待中看完了这一季…感觉看完是越来越喜欢Joey和chandler了，然后Ross其次，hhh我还以为上一季最后的Rachel冲到Ross的婚礼上是为了和他在一起…chandler和Monica的秘密恋爱真的是把Joey折腾的可难受了hhh，被Ross发现时候，chandler大吼一声：four months，我知足了！hhhh那six months呢？（1/10）,weighted_merge,positive,0.22296874947431908,0.3832591968501805,0.3937720536755004,感觉,"","",5,positive,0.1870558081777015,0.3966474681551206,0.41629672366717796,positive,0.41629672366717796,0.27683816141924544,0.36317678989277047,0.35998504868798414,neutral,0.36317678989277047
目前为止最爆笑的一季,weighted_merge,positive,0.20643175168401526,0.25326744317893335,0.5403008051370514,爆笑,"","",5,positive,0.20202818598000186,0.2752556326001095,0.5227161814198886,positive,0.5227161814198886,0.21303710024003536,0.2202851590471691,0.5666777407127955,positive,0.5666777407127955
熟悉人设之后就觉得剧情没那么有意思了。chandler和monika双向奔赴很甜，编剧都没怎么编drama，对比之下ross真是讨厌。,weighted_merge,negative,0.4403019327678583,0.3368342026946323,0.22286386453750937,有意思,negative,评论整体表达了对剧情和角色的不满，明确批评Ross并暗示剧情缺乏趣味。,5,negative,0.304270415256474,0.42616835170871,0.26956123303481594,neutral,0.42616835170871,0.6443492090349346,0.2028329791735159,0.15281781179154946,negative,0.6443492090349346
更多的表现了Monica的强迫症；不太搞笑的一季；外景戏增多，可见拍到第五季预算越来越多了。,weighted_merge,neutral,0.3349199946000202,0.4070213004052725,0.2580587049947073,预算,"","",5,neutral,0.23393598583813816,0.46886385034174693,0.29720016382011494,neutral,0.46886385034174693,0.48639600774284325,0.31425747550056093,0.19934651675659584,negative,0.48639600774284325
这一季好搞笑O(∩_∩)O哈哈~,weighted_merge,positive,0.06163294788124453,0.20152135804013738,0.7368456940786181,搞笑,"","",5,positive,0.07560931913921855,0.23758661201412948,0.6868040688466519,positive,0.686804068846652,0.04066839099428349,0.14742347707914916,0.8119081319265673,positive,0.8119081319265673
真的很喜欢老友记诶，现在就当做是漫长且枯燥生活中的一种调剂品好了。,weighted_merge,positive,0.07597615652184973,0.23021718306582328,0.693806660412327,当做,"","",5,positive,0.017937066299104708,0.20103606204237864,0.7810268716585166,positive,0.7810268716585167,0.16303479185596728,0.27398886460099026,0.5629763435430425,positive,0.5629763435430425
我突然都不知道，我最喜欢的到底是谁了，好像每个人都可以用最来形容,llm_override_pos_neg_conflict,neutral,0.0,1.0,0.0,喜欢,"","",5,neutral,0.23812579952649027,0.3403405346103212,0.4215336658631886,positive,0.4215336658631886,0.3792036360739578,0.32729830362503815,0.29349806030100406,negative,0.3792036360739578
第五季显然是比前面沉重很多。第七集，是不是每个国家的高中生的头发都这么的非主流呢~？而且觉得菲比越来越好看了。瑞秋和罗斯结婚了，要如何收场。总是那样意料之外。,weighted_merge,neutral,0.3613549308282763,0.3895270732945388,0.24911799587718497,头发,"","",5,neutral,0.29979939981793463,0.4309411976594928,0.2692594025225726,neutral,0.4309411976594928,0.4536882273437887,0.32740588674710774,0.21890588590910356,negative,0.4536882273437887
终于煲到一半了~~爽！剩下的不多在珠海的日子一定要看完全部。,weighted_merge,neutral,0.29097852149536096,0.385779647088711,0.3232418314159281,剩下,"","",5,neutral,0.3756095086163098,0.42627864361597234,0.1981118477677179,neutral,0.42627864361597234,0.16403204081393774,0.325031152297819,0.5109368068882434,positive,0.5109368068882434
永恒的经典 越来越好笑 哈哈哈哈哈哈哈,weighted_merge,positive,0.055404686122842293,0.1690509177493339,0.7755443961278238,经典,"","",5,positive,0.027651008674312354,0.15354563033750043,0.8188033609881872,positive,0.8188033609881872,0.0970352022956372,0.19230884886708405,0.7106559488372788,positive,0.7106559488372788
前两天刚把前5季扫完 算是为硬盘做贡献了 从第6季开始随时准备打2星。。ps：靠这个学英语真是太不靠谱了！,llm_override_pos_neg_conflict,negative,1.0,0.0,0.0,硬盘,negative,评论明确表达对后续剧集的不满和吐槽，并否定其学习英语的价值。,5,negative,0.5979949636258781,0.36295030752876645,0.039054728845355456,negative,0.5979949636258781,0.35796222500291636,0.1979033689596821,0.44413440603740156,positive,0.44413440603740156
这季好多经典，毕竟Ross疯了更招笑了。PIVOT！PIVOT！PIVOT！MY SANDWICH！GET OFF MY SISTER！MY BEST FRIENDS AND MY SISTER！季终是去Vegas，又要结婚了……,weighted_merge,positive,0.2066218082896611,0.2664589187195241,0.5269192729908148,季终,"","",5,positive,0.16367047371144508,0.2161160126535871,0.6202135136349678,positive,0.6202135136349678,0.27104881015698506,0.3419732778184296,0.38697791202458526,positive,0.38697791202458526
Chandler和Monica秘密恋爱那几集的火花四射真的很甜，Monica也直接颜值回归。但印象最深刻的其实是他们执着丢球丢几十个小时不着地那集哈哈哈。,weighted_merge,positive,0.2303845836544918,0.274718059105761,0.4948973572397471,火花,"","",5,positive,0.25840724158190986,0.2945850368115336,0.4470077216065565,positive,0.4470077216065565,0.18835059676336474,0.24491759254710216,0.566731810689533,positive,0.566731810689533
钱德勒和莫妮卡好甜啊哈哈哈,weighted_merge,positive,0.05330642736191735,0.2390177428978033,0.7076758297402794,莫妮,"","",5,positive,0.05471220362971522,0.27032631783018785,0.674961478540097,positive,0.674961478540097,0.05119776296022054,0.19205488049922645,0.756747356540553,positive,0.756747356540553
跟rachel太像了,llm_override_large_gap_conflict,neutral,0.0,1.0,0.0,rachel,"","",5,neutral,0.07903637003377054,0.28336532929160213,0.6375983006746273,positive,0.6375983006746273,0.33175715804100037,0.3401235342025757,0.32811930775642395,neutral,0.3401235342025757
钱德和莫妮卡的秘密爱情，搞笑情节百出，最喜欢的一季，哈哈,weighted_merge,positive,0.05297067273472995,0.23397442409168767,0.7130549031735824,爱情,"","",5,positive,0.025393171620165456,0.2478478825941051,0.7267589457857294,positive,0.7267589457857294,0.09433692440657668,0.2131642363380615,0.6924988392553618,positive,0.6924988392553618
最后一集又是惊天大事件,weighted_merge,neutral,0.4926211064258955,0.28601015948736325,0.22136873408674124,事件,neutral,评论仅客观描述剧情内容，未表达明确褒贬情绪,5,negative,0.4499806582910411,0.3182658524750935,0.23175348923386538,negative,0.4499806582910411,0.556581778628177,0.23762662000576795,0.20579160136605498,negative,0.556581778628177
严重拖延症患者第五季看的拖拖拉拉的 但是总算给看完了 ross迎来了人生第三次婚姻 monica和chandler要一直好好滴 还是一如既往的好看 笑点不减前几季 rachel买的那只猫实在是太酷了 一点都不丑好么 一直感觉背景笑声里有chandler那个笑声非常有特点的前女友。。。,weighted_merge_forbid_negative,neutral,0.0,0.6145453884071143,0.3854546115928858,chandler,"","",5,neutral,0.40105524878197585,0.4671418183609235,0.13180293285710057,neutral,0.46714181836092356,0.3636377457864697,0.24247886329941995,0.3938833909141103,positive,0.39388339091411034
感觉这季最好笑 每个演员都在飙演技 除了第八集 我每集都能笑出声！,weighted_merge,positive,0.12492264884659433,0.1956870208134145,0.6793903303399911,演技,"","",5,positive,0.1285603983062476,0.22129179595938478,0.6501478057343676,positive,0.6501478057343676,0.11946602465711442,0.1572798580944591,0.7232541172484265,positive,0.7232541172484265
一半了终于，这季是钱德勒和莫妮卡的感情线。。。下季这架势又要是瑞秋和罗斯了。。。,weighted_merge,neutral,0.1946490058390295,0.43788396188097745,0.367467032279993,感情,"","",5,neutral,0.23586679922554482,0.41072781038745065,0.35340539038700447,neutral,0.41072781038745065,0.1328223157592565,0.4786181891212677,0.38855949511947585,neutral,0.4786181891212677
第五季超赞的！莫妮卡和钱德勒很有爱！,weighted_merge,positive,0.035207399102526196,0.17927074878646182,0.785521852111012,莫妮,"","",5,positive,0.026754429983804853,0.19368272258667507,0.77956284742952,positive,0.7795628474295201,0.0478868527806082,0.1576527880861419,0.79446035913325,positive,0.79446035913325
十星，最爱的一季！钱莫绝配，理想爱情呜呜呜，谁不想要一个ChanChanMan呢。好喜欢Danny啊，他和Rachel真的很傲慢与偏见，隔着屏幕爱上他了！Gary和Phoebe也很real啊，为什么都强行被剧情杀??,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,傲慢,"","",5,positive,0.31988447365504435,0.20609401935587865,0.47402150698907697,positive,0.47402150698907697,0.5665202595701431,0.1810751108631733,0.2524046295666835,negative,0.5665202595701432
从chan和monica开始搞暧昧开始，老友记逐渐进入高潮~,weighted_merge,neutral,0.30039005729240403,0.3612816987508764,0.33832824395671957,高潮,"","",5,neutral,0.3664091741083685,0.3236181508955635,0.30997267499606795,negative,0.3664091741083685,0.20136138206845738,0.41777702053384574,0.38086159739769687,neutral,0.41777702053384574
罗斯和瑞秋总是那么可爱,weighted_merge,positive,0.07045849896030748,0.2407712067847153,0.6887702942549773,可爱,"","",5,positive,0.04476490397181433,0.26419305641805335,0.6910420396101323,positive,0.6910420396101323,0.10899889144304718,0.20563843233470822,0.6853626762222446,positive,0.6853626762222446
火鸡是这季吧，太可爱了~~,weighted_merge,positive,0.046621662420185415,0.14571268690982547,0.8076656506699891,可爱,"","",5,positive,0.0141952374385847,0.12333511252583403,0.8624696500355813,positive,0.8624696500355813,0.09526129989258647,0.17927904848581264,0.7254596516216009,positive,0.7254596516216009
原来很多经典的梗在这一季，Chandler和Monica真的好合拍，Ross和Rachel回归友情线，原本以为Emily会有更多出场的又成了走过场的角色。,weighted_merge,positive,0.1567975174418182,0.39717069417605805,0.44603178838212376,合拍,"","",5,positive,0.13952584795123915,0.4674483351496793,0.3930258168990815,neutral,0.4674483351496793,0.1827050216776868,0.2917542327156261,0.5255407456066871,positive,0.5255407456066871
好看经典,weighted_merge,positive,0.05325762821178493,0.19834862269037057,0.7483937490978445,经典,"","",5,positive,0.02765587742863067,0.21428041432860506,0.7580637082427644,positive,0.7580637082427644,0.09166025438651632,0.1744509352330188,0.7338888103804648,positive,0.7338888103804648
这一季菲布斯的盘发都好看，贡献了很多我很喜欢的造型。弹幕一直在骂啊讨论啊，真的小脑袋瓜太活跃了一个个，我都想不到那么多，关键喜剧嘛，电视剧嘛，如果没有冲突糊涂或者缺点啥的，怎么拍啊？,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,造型,"","",5,positive,0.16013781995320647,0.19020924570394676,0.6496529343428468,positive,0.6496529343428468,0.3899235598097824,0.22771401812296527,0.38236242206725235,negative,0.3899235598097824
我觉得最好笑的一季,weighted_merge,positive,0.030476159591359707,0.1144744322747022,0.8550494081339381,一季,"","",5,positive,0.030328068346337375,0.14173178317420648,0.8279401484794562,positive,0.8279401484794562,0.030698296458893208,0.0735884059254458,0.895713297615661,positive,0.895713297615661
就觉得Phoebe 的男盆友看着眼熟啊，原来是越狱里面那个agent，回忆了好久。,weighted_merge,positive,0.17513996607165905,0.3285551372935529,0.49630489663478805,眼熟,"","",5,positive,0.19322069893448504,0.35810938539938053,0.4486699156661344,positive,0.4486699156661344,0.14801886677742004,0.2842237651348114,0.5677573680877686,positive,0.5677573680877686
难得完整的情景喜剧，前后剧情的连贯性很好，并没有因为分集演出而脱节。Ross和Emily的合合分分看得有些遗憾（据说是女演员怀孕后辞演无奈剪掉戏份），不过倒是RR CP粉的利好。Monica和chandler的情感半属意外半属真心，也终是在一系列笑料中一点点公之于众并获得大家祝福。而Joey角色的反复一定程度上促成了大家的LV之行，更是让一路相互耍宝互喷的RR在酒醉后结成夫妇并一夜春宵，给下面的故事留了扣子和更多的剧情延展空间。,weighted_merge,neutral,0.27630382886323257,0.38398446971292344,0.3397117014238441,ross,"","",5,neutral,0.1997138945080459,0.47879687198348364,0.32148923350847036,neutral,0.4787968719834837,0.3911887303960124,0.24176586630708302,0.3670454032969045,negative,0.39118873039601243
这一季大家越来越疯狂了,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,越来越,"","",5,positive,0.130173447798786,0.20910912880802612,0.660717423393188,positive,0.660717423393188,0.3780486285686493,0.3645588457584381,0.2573925256729126,negative,0.3780486285686493
最好看的一季。,weighted_merge,positive,0.031018198604631966,0.13230322442998316,0.8366785769653848,好看,"","",5,positive,0.01767816795601417,0.11491193034636936,0.8674099016976164,positive,0.8674099016976164,0.05102824457755867,0.15839016555540386,0.7905815898670374,positive,0.7905815898670374
这季好看,weighted_merge,positive,0.05441913362384204,0.22537753729409093,0.7202033290820671,好看,"","",5,positive,0.05013801362622555,0.28862563723000956,0.661236349143765,positive,0.661236349143765,0.060840813620266776,0.13050538739021303,0.8086537989895202,positive,0.8086537989895202
超搞笑,weighted_merge,positive,0.16310291700807206,0.20788449360907205,0.6290125893828559,搞笑,"","",5,positive,0.06462278035381182,0.17211852471265512,0.763258694933533,positive,0.763258694933533,0.31082312198946244,0.2615334469536974,0.42764343105684016,positive,0.42764343105684016
钱德勒和莫妮卡！瑞秋和罗斯分分合合真的让人心累。。。喜欢友情线,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,人心,"","",5,positive,0.07110226930052997,0.24811669108450563,0.6807810396149643,positive,0.6807810396149644,0.5307075739515202,0.3116902919300164,0.15760213411846336,negative,0.5307075739515202
这季很搞笑,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,搞笑,"","",5,positive,0.11316480082707404,0.3042454097578131,0.5825897894151127,positive,0.5825897894151129,0.4462569819016164,0.2632631283026001,0.2904798897957835,negative,0.4462569819016164
超爱Monica和Chandler这对CP！,weighted_merge,positive,0.034391840759884156,0.14965233324194488,0.815955825998171,超爱,"","",5,positive,0.015671751194335216,0.11866847558308954,0.8656597732225753,positive,0.8656597732225753,0.06247197510820757,0.1961281197302279,0.7413999051615645,positive,0.7413999051615645
祝福Monica&Chandler，让人心动的一对儿,weighted_merge,positive,0.026118152337869682,0.1524031618172494,0.8214786858448808,chandler,"","",5,positive,0.012097798409168138,0.16315157656360318,0.8247506250272286,positive,0.8247506250272286,0.047148683230921994,0.13628053969771875,0.8165707770713593,positive,0.8165707770713593
难以描述的Mondler??,weighted_merge,neutral,0.49949129929808134,0.37667504255731254,0.12383365814460612,描述,neutral,评论仅提及角色名称，未表达明确褒贬情绪,5,negative,0.5502631652134616,0.39459896988758303,0.05513786489895535,negative,0.5502631652134616,0.4233335004250109,0.3497891515619068,0.22687734801308226,negative,0.4233335004250109
chandler依旧是我的最爱。嫁人当嫁chandler！phoebe生完孩子以后越来越漂亮了，很喜欢phoebe，因为她是那个有点古怪却永远是最看透世事的那个。joy依旧是那么的Q，dirty的话总是用最弱智的方式说出。monica虽然很神经，但很擅于处理感情问题。。rachel很漂亮，也很自私，也许这样才真实吧。不喜欢Ross,weighted_merge,positive,0.16236974377442592,0.30258998090762057,0.5350402753179535,依旧,"","",5,positive,0.1389727921167465,0.3042552376018614,0.556771970281392,positive,0.556771970281392,0.197465171260945,0.3000920958662593,0.5024427328727957,positive,0.5024427328727957
"噢艾米丽明明是个好女孩。。名字都叫错当然会有疑心呀。。瑞秋又怎么不能和罗斯在一起嘛，他们两个的问题就是那个“we were on the break\"呀",weighted_merge,neutral,0.5878900671145142,0.24087936616298483,0.17123056672250112,秋罗斯,neutral,评论以客观描述剧情和角色关系为主，无明显褒贬倾向,5,negative,0.5401519971803685,0.2739468504511597,0.18590115236847177,negative,0.5401519971803685,0.6594971720157324,0.1912781397307225,0.14922468825354512,negative,0.6594971720157324
在失意的时候，有这样纯真的友谊陪伴真是太幸运了，“无关风月，只为真心”，男女之间有这样纯洁的友谊，总是动人的。,weighted_merge,positive,0.20565623909235,0.23822188526391982,0.5561218756437302,陪伴,"","",5,positive,0.23984262794256211,0.273251436650753,0.48690593540668486,positive,0.48690593540668486,0.15437665581703186,0.18567755818367004,0.6599457859992981,positive,0.6599457859992981
笑死，感谢陪伴～～,weighted_merge,positive,0.17354905311367907,0.15428933519654103,0.6721616116897797,陪伴,"","",5,positive,0.14746120042983293,0.16945290995993945,0.6830858896102276,positive,0.7065610088983588,0.24739064276218414,0.16240184009075165,0.5902075171470642,positive,0.6205625158769112
"2013.1.18-2.24 决定以后寒假暑假的时候在家里看friends,每一季每一集都是那么好笑,当你对角色都那么熟悉那么爱之后.",weighted_merge,positive,0.13079032846455302,0.3213571153550201,0.5478525561804268,家里,"","",5,positive,0.14356273105088962,0.3715364623298714,0.4849008066192389,positive,0.4849008066192389,0.1116317245850481,0.24608809489274308,0.6422801805222088,positive,0.6422801805222088
