comment,decision_type,final_label_after_llm,final_negative,final_neutral,final_positive,keyword,llm_label,llm_reason,season,sentiment_association,star_negative,star_neutral,star_positive,star_top_label,star_top_score,topic_category,tri_negative,tri_neutral,tri_positive,tri_top_label,tri_top_score
莫妮卡求婚简直是催泪神器，看一次哭一次，但是我也就看了百十来遍吧,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,求婚,"","",6,positive,0.3159961984160961,0.3155559630194935,0.3684478385644104,positive,0.3684478385644104,剧情,0.4310757389344055,0.24118229028039306,0.32774197078520145,negative,0.4310757389344055
第六季不如以前搞笑了。看到Chandler向Monica 求婚之前的plan 真是把我急得！！！！！求婚的时候感动死我了::>_<::,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,搞笑,"","",6,positive,0.24088959179529035,0.3305960563439705,0.42851435186073905,positive,0.47084662209327693,剧情,0.4831764005184963,0.30523153026887495,0.2115920692126287,negative,0.4473855560356447
一个猜想，一定对：Ross和Rachel出场时间越短，剧集质量越高。,weighted_merge,neutral,0.3135496239041522,0.46341731826454924,0.22303305783129856,短剧,"","",6,neutral,0.3730063758379048,0.48007746130026047,0.1469161628618347,neutral,0.48007746130026047,剧情,0.22436449600352334,0.4384271037109823,0.3372084002854943,neutral,0.4384271037109823
钱德勒和莫妮卡是顺利的情感故事，瑞秋和罗斯被牺牲为笑料，似乎并没有建立起来欢喜冤家宿命一对的感觉。老友记六个人和团体之外的人的恋爱关系总是在好像稳定的下一刻发现对方的一个充当笑料的缺点。也许是这几天连着看的原因，不现实感更强烈了。,weighted_merge,neutral,0.33619928174373154,0.4033169645866066,0.26048375366966187,情感,"","",6,neutral,0.22954795247428783,0.46350559320636064,0.3069464543193514,neutral,0.4635055932063607,剧情,0.496176275647897,0.31303402165697547,0.19078970269512746,negative,0.496176275647897
"这一季除了钱勒发胖，其他成员都变得好看了。另，最后一集的片尾曲是Wonderful Tonight,这首歌是怎么回事嘛，最近老是无缘无故跳出来打扰我的情绪！最后，这一季我发现了罗斯的可爱。",weighted_merge,positive,0.39632691515593427,0.3097947393088132,0.2938783455352526,罗斯,positive,评论整体以赞扬为主，提到了成员变好看、发现角色可爱，虽有轻微吐槽但整体情绪积极。,6,negative,0.36447813763492903,0.34072643902994343,0.2947954233351276,negative,0.36447813763492903,演员,0.44410008143744206,0.2633971897271178,0.29250272883544004,negative,0.4441000814374421
第一次看到第六季略感狗血看不下去了。后来没得看了继续，完结了十季。每一季都有几集可圈可点的,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,狗血,"","",6,positive,0.2177788587473538,0.34991461660124157,0.4323065246514046,positive,0.40028381912167094,剧情,0.5277254787376785,0.24189581704722254,0.23037870421509893,negative,0.5627087766089616
Chandlerc 向 Monica 求婚,weighted_merge,neutral,0.26525327902906504,0.500272480584282,0.234474240386653,"","","",6,neutral,0.33549248427152634,0.3650597855448723,0.2994477301836014,neutral,0.3650597855448723,剧情,0.15989447116537306,0.7030915231433965,0.13701400569123046,neutral,0.7030915231433965
最后一集反转反转再反转 最后烛光求婚的场景也太太美好了,weighted_merge,positive,0.17021135083484215,0.2810461514381522,0.5487424977270057,烛光,"","",6,positive,0.12761601263570774,0.3074207342608219,0.5649632531034704,positive,0.5649632531034704,剧情,0.23410435813354377,0.24148427720414767,0.5244113646623085,positive,0.5244113646623085
我的大三结束了，老友记第六季结束了。,weighted_merge,positive,0.15594524021001477,0.4195633342635007,0.4244914255264845,老友,"","",6,positive,0.14886585664503807,0.3343494618553869,0.516784681499575,positive,0.516784681499575,情怀,0.16656431555747986,0.5473841428756714,0.28605154156684875,neutral,0.5473841428756714
M和C真是让人老泪纵横,weighted_merge,positive,0.5846309739829864,0.20525571127360623,0.21011331474340736,老泪纵横,positive,评论表达了强烈的情感共鸣和感动，属于赞扬和认可,6,negative,0.46719410468348704,0.2698909212665122,0.2629149740500007,negative,0.46719410468348704,情怀,0.7607862779322353,0.10830289628424727,0.13091082578351737,negative,0.7607862779322353
chandler怎么胖了那么多,weighted_merge,neutral,0.6399484847081767,0.2594448117538373,0.10060670353798612,chandler,neutral,评论客观描述了角色外貌变化，未表达明确褒贬情绪,6,negative,0.5894745836131647,0.3025940773551991,0.1079313390316362,negative,0.5894745836131647,演员,0.7156593363506943,0.19472091335179464,0.089619750297511,negative,0.7156593363506943
mon和chan订婚那一刻 响起了 wonderful tonight 被感动到了,weighted_merge,positive,0.050301925825279314,0.1577765478708075,0.7919215263039132,一刻,"","",6,positive,0.024385255754764735,0.15424987788009786,0.8213648663651374,positive,0.8345970984862384,情怀,0.09923731609610703,0.1946218624310334,0.7061408214728595,positive,0.7279081680304256
有点无聊的一季度。,llm_override_pos_neg_conflict,negative,1.0,0.0,0.0,季度,negative,评论明确表达了不满和批评，认为这一季度内容无聊。,6,negative,0.27497462145946355,0.3599180319893067,0.36510734655122973,positive,0.33806235791780526,剧情,0.784267296390772,0.15707410376615735,0.05865859984307065,negative,0.8002474966581222
布鲁斯威利斯客串的还真用心。,weighted_merge,positive,0.21914972334078422,0.2941720353468699,0.4866782413123459,用心,"","",6,positive,0.2038737408528198,0.30467610504719533,0.49145015409998477,positive,0.4914501540999848,演员,0.24206369707273082,0.2784159307963817,0.47952037213088744,positive,0.47952037213088744
兄妹俩的routine实在是。。。虚拟六人行那集好好好好看～越来越爱你们每一个人了～Mon和Chandler，最后的结局，太感人了，幸福啊,weighted_merge,positive,0.07279233868049015,0.21019347972298513,0.7170141815965247,虚拟,"","",6,positive,0.043310091357612594,0.23875237355657963,0.7179375350858078,positive,0.7179375350858078,情怀,0.11701570966480646,0.16735513897259335,0.7156291513626002,positive,0.7156291513626002
好久没看。听到熟悉的i'll be there for you 真是感动,weighted_merge,positive,0.06469721439000392,0.1760610126698516,0.7592417729401445,ll,"","",6,positive,0.05314251074771695,0.18328809407755542,0.7635693951747275,positive,0.781082773309933,情怀,0.09496871273143515,0.20043259309226613,0.7045986941762986,positive,0.7264802723854618
钱德向莫妮卡求婚了。我从来没有因为一个男人和女人拿出戒指只为了一个comittment而动心过，这一次我居然泪如雨下。,weighted_merge,positive,0.607359978412081,0.23839718117917041,0.15424284040874858,戒指,positive,评论表达了强烈的情感共鸣和感动，明确赞扬了剧情和角色互动。,6,negative,0.6779623334119869,0.20296565905867464,0.11907200752933848,negative,0.6779623334119869,剧情,0.5014564459122222,0.29154446435991405,0.20699908972786374,negative,0.5014564459122222
精神食粮。虽然不喜欢mon 但感情上她一直坚持的原则是值得每一个姑娘深思的 are we serious? 我们要对青春和未来负责任。她能遇到chandler真是三生有幸！！,weighted_merge,positive,0.20838884610225408,0.38134422892604036,0.41026692497170547,未来,"","",6,positive,0.2246530996948744,0.4231608701746533,0.3521860301304722,neutral,0.4231608701746533,剧情,0.18399246571332364,0.31861926705312105,0.4973882672335553,positive,0.4973882672335553
莫妮卡和钱德勒...到现在不知不觉看到第六季了并且居然看完了..............................不自觉鼻子酸求婚那个地方 其实一直在哭....ai...,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,第六,"","",6,positive,0.2441377782205078,0.36604924252555904,0.38981297925393316,positive,0.38981297925393316,剧情,0.5305682578852253,0.21706373146366273,0.2523680106511119,negative,0.5305682578852253
怎么办！看完了我要怎么办！T^T,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,"","","",6,positive,0.13564337723260989,0.22974875190275165,0.6346078708646383,positive,0.6346078708646384,剧情,0.5865386236039388,0.3090659303779906,0.1043954460180705,negative,0.5865386236039388
chandler和monica真的订婚了啊啊啊啊啊啊啊啊啊啊啊啊啊啊好棒！一如既往有趣又温暖~【9.8】,weighted_merge,positive,0.15353065930094217,0.21586050016796457,0.6306088405310933,啊啊,"","",6,positive,0.21637784628378087,0.26828883733804104,0.5153333163781781,positive,0.5153333163781781,剧情,0.05925987882668407,0.13721799441284988,0.8035221267604661,positive,0.8035221267604661
最后一集真的看哭了，我好喜欢钱德勒宾和乔伊，有这样的朋友太好了,weighted_merge,positive,0.08029836185627759,0.22411630936054422,0.6955853287831782,钱德勒,"","",6,positive,0.052483526221016215,0.27198550566990404,0.6755309681090796,positive,0.6755309681090798,演员,0.12202061530916966,0.15231251489650435,0.7256668697943259,positive,0.7256668697943259
剧情上又是高起低落，好在最后有个让人欢喜雀跃的季终！这季Joey真的相当让人烦呀！但布鲁斯·威利斯的牛逼客串实在太光芒万丈了，短短3集，无法释怀～,weighted_merge,positive,0.33016802529865363,0.3195881111392382,0.3502438635621081,这季,"","",6,positive,0.36891595527328014,0.4505055162552658,0.18057852847145406,neutral,0.41713473727339423,剧情,0.3380797353964446,0.18712962569304453,0.4747906389105109,positive,0.5136950360282507
一点点看钱德勒胖起来，下巴尖到喉咙连成一条斜线。。布鲁斯威利斯的客串最惊艳，估计也只有在这里客串过这种角色。。。,weighted_merge,positive,0.3861036009354326,0.3179699720433523,0.29592642702121513,喉咙,positive,评论整体以怀旧和欣赏的口吻提及角色变化和客串亮点，表达了对剧集的喜爱和认可。,6,negative,0.3747883317683142,0.398283860403847,0.22692780782783883,neutral,0.398283860403847,演员,0.4030765046861102,0.19749913950261025,0.39942435581127955,negative,0.4030765046861102
求婚的时候我都要哭了。他们真得已经走进我的生活了！,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,生活,"","",6,positive,0.07739837404966195,0.21261282532160625,0.7099888006287317,positive,0.7099888006287318,情怀,0.48888646035395367,0.28362913335136636,0.22748440629468,negative,0.48888646035395367
我看的第一季。他们从拉斯维加斯归来~,weighted_merge,positive,0.22097923047202622,0.3811699535076364,0.3978508160203374,归来,"","",6,positive,0.2530259452544724,0.3050299810472263,0.44194407369830135,positive,0.44194407369830135,剧情,0.17290915829835693,0.49537991219825156,0.33171092950339154,neutral,0.49537991219825156
差一大半没看全 都因为版权被删了,weighted_merge,negative,0.7031533458631241,0.2611421673930354,0.03570448674384049,版权,negative,评论明确表达了对因版权问题导致内容被删的不满和批评。,6,negative,0.6945518741983235,0.28157308592377855,0.02387503987789786,negative,0.6945518741983235,剧情,0.7160555533603248,0.23049578959692074,0.05344865704275444,negative,0.7160555533603248
人物性格有点崩,weighted_merge,negative,0.7161852168285845,0.2315989532566151,0.05221582991480041,性格,negative,评论指出角色塑造出现问题，表达了对作品的不满,6,negative,0.577932527252879,0.3447108807964376,0.07735659195068337,negative,0.577932527252879,剧情,0.9235642511921427,0.06193106194688139,0.01450468686097597,negative,0.9235642511921427
"一转眼第六季也看完了。chandler颜值真的没了呜呜呜我好心碎。尤其是第20集各种闪回那里简直心碎，我的神颜钱钱啊。大家都说20集水回忆但是我还蛮喜欢的，好多情节我也忘了，可是闪回还是好感动，这帮人吵吵闹闹然后重归于好继续在一起，真的很令人羡慕。而且我的chandler和joy的cp短暂的复活了呜呜呜，他们俩拥抱闪回那里真的好感动。

这季大概是我目前为止最爱的一季吧，只因为最后一集。真的哭死我了，两个天生一对的人走到了一起，害怕付出的钱钱给了承诺，呜呜呜呜我真的太爱chandler了，好像要一个这样的男朋友。",weighted_merge,positive,0.2474604083103461,0.20058438851340274,0.5519552031762511,颜值,"","",6,positive,0.19002135915605742,0.24025627233401137,0.5697223685099312,positive,0.6015947856573437,演员,0.3831110637038483,0.18119344048517033,0.43569549581098144,positive,0.4774958294546124
钱德勒终于向莫尼卡求婚啦！莫尼卡结尾说的话真感人！,weighted_merge,positive,0.2257886792885336,0.3323559387204419,0.4418553819910245,求婚,"","",6,positive,0.2440617289110422,0.27131831052018884,0.48461996056876894,positive,0.48461996056876894,剧情,0.19837910485477073,0.42391238102082146,0.37770851412440776,neutral,0.42391238102082146
凡是Friends，不管第一季第二季还是第十季，我都打五星。。我是脑残粉！！！ PS: 求婚那里好感动 我爱monica and chandler,weighted_merge,positive,0.1255915262132898,0.25956667550989787,0.6148417982768122,第二,"","",6,positive,0.12000858301165016,0.2939263156557821,0.5860651013325676,positive,0.6167269456783034,情怀,0.15908424625840728,0.25994055039305114,0.5809752033485416,positive,0.6120140771745755
求婚一段我哭了。,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,求婚,"","",6,positive,0.23925233262582374,0.3011516034174113,0.4595960639567649,positive,0.4595960639567649,剧情,0.6257774829864502,0.22686518728733063,0.14735732972621918,negative,0.6257774829864502
22集有点水，满满都是回忆,llm_override_pos_neg_conflict,neutral,0.0,1.0,0.0,回忆,"","",6,neutral,0.3542960127757782,0.344301564501156,0.30140242272306583,negative,0.3542960127757782,剧情,0.30568408966064453,0.28441303968429565,0.4099028706550598,positive,0.4099028706550598
aw。。他们真好。。。RICHARD也很好！！！！！！RICHARD真的很好！！！！！！！！！！！！！！！！！,weighted_merge,positive,0.04646381178664018,0.16604530143069,0.7874908867826699,aw,"","",6,positive,0.03354030233222126,0.19012250192744523,0.7763371957403333,positive,0.7763371957403336,演员,0.06584907596826854,0.12992950068555703,0.8042214233461744,positive,0.8042214233461744
结尾真幸福,weighted_merge,positive,0.07598869272421038,0.20086871229658715,0.7231425949792025,幸福,"","",6,positive,0.08159950287341702,0.2581595618885723,0.6602409352380106,positive,0.6602409352380106,剧情,0.06757247750040044,0.11493243790860942,0.8174950845909902,positive,0.8174950845909902
这季水准下降太多啊，钱德勒的幽默感都被relationship给谋杀了吗？,weighted_merge,negative,0.7792314491262238,0.1874893069342566,0.033279243939519594,钱德勒,negative,评论明确表达了对剧集质量下降和角色幽默感缺失的不满与批评。,6,negative,0.7266760107185721,0.24583492031853707,0.02748906896289075,negative,0.7266760107185721,剧情,0.8580646067377012,0.0999708868578359,0.041964506404462865,negative,0.8580646067377012
不容易的。。第五季是去年暑假看完的。。第六集现在才看好！！,weighted_merge,positive,0.15468106155993694,0.3900020816217114,0.45531685681835166,去年,"","",6,positive,0.14336836604168607,0.3081367917452036,0.5484948422131104,positive,0.5484948422131104,情怀,0.17165010483731327,0.5128000164364731,0.3155498787262136,neutral,0.5128000164364731
角色们重新开始成长。,weighted_merge,positive,0.06820890161449886,0.3648860641116505,0.5669050342738506,成长,"","",6,positive,0.05570920432263901,0.3196472573359178,0.6246435383414431,positive,0.6246435383414431,剧情,0.08695844755228864,0.4327442742752494,0.48029727817246193,positive,0.48029727817246193
以莫妮卡和钱德为主角，这一部我不太喜欢。,llm_override_large_gap_conflict,negative,1.0,0.0,0.0,主角,negative,评论明确表达了对该剧集的不喜欢和不满。,6,negative,0.16354704065789638,0.4711467412443953,0.3653062180977083,neutral,0.4711467412443953,演员,0.8503137821109523,0.11051771752597156,0.03916850036307608,negative,0.8503137821109523
终于 chandler向monica求婚了,weighted_merge,positive,0.174218838359115,0.3426555828102666,0.4831255788306184,求婚,"","",6,positive,0.16559943382143555,0.28551639382180866,0.5488841723567558,positive,0.5488841723567558,剧情,0.18714794516563416,0.4283643662929535,0.38448768854141235,neutral,0.4283643662929535
这季最好看了！,weighted_merge,positive,0.05176310596994726,0.16084259457083921,0.7873942994592136,好看,"","",6,positive,0.020071284438544168,0.14830477636037895,0.8316239392010769,positive,0.8316239392010769,剧情,0.09930083826705188,0.1796493218865296,0.7210498398464185,positive,0.7210498398464185
钱德勒终于求婚了，太感人,weighted_merge,positive,0.13868074730038643,0.22661330267786978,0.6347059500217438,求婚,"","",6,positive,0.10841706916689872,0.22211996987462043,0.6694629609584808,positive,0.6694629609584808,剧情,0.18407626450061798,0.23335330188274384,0.5825704336166382,positive,0.5825704336166382
超级喜欢这季的最后两集！,weighted_merge,positive,0.061698304127738905,0.19050883515252842,0.7477928607197326,喜欢,"","",6,positive,0.04142898708583009,0.203750103996138,0.7548209089180319,positive,0.7548209089180319,剧情,0.09210227969060213,0.17064693188711408,0.7372507884222838,positive,0.7372507884222838
Chandler向Monica求婚那段超感动，哭了好几次。。。,weighted_merge,positive,0.14187834032318253,0.21301262721598357,0.645109032460834,感动,"","",6,positive,0.09361105111841504,0.23676816723036825,0.6696207816512166,positive,0.6940933163437192,情怀,0.2426549421949702,0.2199818426376032,0.5373632151674266,positive,0.5716326066365062
又是一个月的恶补~除了中间几集的闪回两人摸不清头脑之外，这还依然是那个完美的不可替代的神剧~最后一集最后五分钟哭成泪人，MON跪下来求婚的那一刻，我知道她是深思熟虑的~她毅然决然地拒绝了成熟前男友的邀约，这种女人无疑是勇敢的并且知道什么才是自己的归宿~我爱这些真实的男人女人们~JOEY够了！,weighted_merge,positive,0.4954355799207362,0.20122437536542637,0.30334004471383735,mon,positive,评论整体明确表达了对剧集的喜爱、感动和赞扬，如'完美的不可替代的神剧'、'哭成泪人'、'我爱这些真实的男人女人们'等。,6,negative,0.6183724286520735,0.17222104348016812,0.20940652786775832,negative,0.5725670635667347,剧情,0.4101174228078776,0.284974248266399,0.3049083289257234,negative,0.3797383544517385
Chandler是中年危机了吗，这季怎么这么肥？！Joey变得很欠扁！,weighted_merge,negative,0.6219154321920273,0.27242237520354273,0.10566219260443,危机,negative,评论明确批评角色形象和性格变化，表达不满情绪。,6,negative,0.5794704479909599,0.3357294879085466,0.08480006410049352,negative,0.5794704479909599,演员,0.6855829084936285,0.1774617061460369,0.1369553853603347,negative,0.6855829084936285
《老友记》的一大问题是反智，读到的一篇标题相当耸人听闻（“How a TV Sitcom Triggered the Downfall of Western Civilization“）的文章也控诉了这件事。反智的剧情在整个剧中实在太多，对Ross的任何涉及研究话题的嘲笑，甚至Joey和Phoebe这两个角色对任何复杂事物甚至复杂句子所表示出的不屑，拒绝深刻，拒绝复杂的精神也深刻影响了美国文化。,weighted_merge,negative,0.6388059926711411,0.256291911346214,0.10490209598264487,实在,negative,评论整体明确批评《老友记》的反智倾向及其对美国文化的负面影响，表达了不满和否定。,6,negative,0.49078865381916287,0.35727232994370484,0.15193901623713224,negative,0.49078865381916287,剧情,0.8608320009491084,0.10482128344997778,0.03434671560091383,negative,0.8608320009491084
布鲁斯威斯利客串那几集挺逗，莫妮卡和钱德勒太有爱了,weighted_merge,positive,0.08581760476428589,0.24058761923211508,0.673594776003599,莫妮,"","",6,positive,0.05084169272785031,0.25958331127418244,0.6895749959979672,positive,0.6895749959979672,演员,0.13828147281893927,0.21209408116901404,0.6496244460120467,positive,0.6496244460120467
这一季里，Phoebe的麦克出现了。他们最后结婚了，那场婚礼我几乎是噙泪看的。Phoebe从小没有爸爸，十四岁起在大街上生活，谁知道在她独自成长的过程中吃了多少苦呢。太欣慰了，六个人里面最缺爱，最坚强的她，再也不会孤单了。,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,爸爸,"","",6,positive,0.21955724590135295,0.328670286205287,0.45177246789336,positive,0.45177246789336,情怀,0.42931601153379056,0.28314315167907317,0.28754083678713616,negative,0.4293160115337906
这一季陪伴我走过了在星巴克最艰难刻苦的一段时光。每天忙到半夜两点才回到家 觉得最开心的就是打开电脑看两集的《老友记》。其实说实话 我并不是特别喜欢这一季 但也许是心理寄托的作用 每次听见片头曲唱I'll will be there for you的时候就觉得特别的踏实。Chandler和Monica订婚那段看哭了。,weighted_merge,positive,0.210821002677744,0.3883881251035116,0.4007908722187443,巴克,"","",6,positive,0.20470786310928693,0.4282039335433665,0.36708820334734654,neutral,0.4282039335433665,情怀,0.21999071203042958,0.32866441244372935,0.451344875525841,positive,0.451344875525841
虚构的两集大赞！缘分这种东西兜兜转转还是会回到它应该出现的地方。M和C终于订婚了！求婚桥段泪目TAT！,weighted_merge,neutral,0.3083479404516118,0.37228568315704136,0.31936637639134685,转转,"","",6,neutral,0.30300466044203983,0.39344545264909947,0.30354988690886076,neutral,0.39344545264909947,剧情,0.31636286046596973,0.34054602891895425,0.343091110615076,positive,0.343091110615076
最爱的一对求婚了，感动死了。,weighted_merge,positive,0.05916538483399704,0.09002178040133388,0.8508128347646691,感动,"","",6,positive,0.02772022928328518,0.07613782385710453,0.8961419468596102,positive,0.9038351359811206,情怀,0.11816619512686424,0.12885207129794465,0.7529817335751912,positive,0.7712793829399918
"Friends, 在很多个我最孤独的时光，那些漫长的所谓的低谷，都是你给了我最惬意、最放松的安慰。",weighted_merge,positive,0.1480812606364211,0.24113923693966835,0.6107795024239105,孤独,"","",6,positive,0.09186517914225618,0.22652797280812081,0.681606848049623,positive,0.681606848049623,情怀,0.2324053828776685,0.26305613313698967,0.5045384839853418,positive,0.5045384839853418
中间想象人生的两集特别有意思，连OP都改了。不过人生还是和原来的走向差不多。Mo在这一季造型特别好看（美女就连胖了脸都一样可爱）。,weighted_merge,neutral,0.18335127084332825,0.4180146589827358,0.39863407017393593,特别,"","",6,neutral,0.17046878430499657,0.4996807788072104,0.3298504368877929,neutral,0.49968077880721046,剧情,0.20267500065082578,0.29551547924602395,0.5018095201031503,positive,0.5018095201031503
看到最后一集钱德勒向莫妮卡求婚，是不是所有人都和我一样泪流成河。,weighted_merge,neutral,0.3697994147181439,0.3811807320780344,0.24901985320382164,求婚,"","",6,neutral,0.36249971203506853,0.3974650905291709,0.24003519743576054,neutral,0.3974650905291709,情怀,0.3807489687427571,0.3567541944013296,0.2624968368559133,negative,0.3807489687427571
季数过半 非常喜欢老美们的DATING文化 超级喜欢Bruce Willis那部分,weighted_merge,neutral,0.2558808238457604,0.38227007133650687,0.36184910481773275,美们,"","",6,neutral,0.34795498925514534,0.46757675904666246,0.18446825169819217,neutral,0.46757675904666246,剧情,0.11776957573168295,0.2543100397712734,0.6279203844970436,positive,0.6279203844970436
以求婚作为一季结尾真是美剧屡试不爽的招数啊，从布鲁斯·威利斯出场开始集集高能，感觉罗斯结了三次婚的梗可以再用十年。,weighted_merge,positive,0.18853790106516466,0.2769702709362424,0.5344918279985931,威利斯,"","",6,positive,0.14603065355190606,0.28255938103555245,0.5714099654125414,positive,0.5714099654125415,剧情,0.2522987723350525,0.2685866057872772,0.4791146218776703,positive,0.4791146218776703
You made me happier than I could ever image!!,weighted_merge,positive,0.09922874783832791,0.14104544223633975,0.7597258099253323,happier,"","",6,positive,0.1311731052573488,0.14149298804242894,0.7273339067002222,positive,0.7273339067002222,剧情,0.05131221170979659,0.14037412352720602,0.8083136647629974,positive,0.8083136647629974
这季前面十多集平平，以及逐渐后知后觉Joey实在是太可爱了 最后一集各种矛盾纠结实在揪心（别再玩欲拒还迎那一套了干），灌注了太多感情在每个角色上，哭成泪人了...好事多磨,weighted_merge,positive,0.20184424668406487,0.28443601840043,0.5137197349155052,实在,"","",6,positive,0.11900159964718816,0.3169218817238001,0.5640765186290118,positive,0.5640765186290118,剧情,0.3261082172393799,0.23570722341537476,0.43818455934524536,positive,0.43818455934524536
喜欢抱抱合集！,weighted_merge,positive,0.11937640113159792,0.30310275281592536,0.5775208460524767,抱抱,"","",6,positive,0.07543725809896845,0.25279746749992416,0.6717652744011073,positive,0.6717652744011073,情怀,0.18528511568054212,0.3785606807899272,0.43615420352953066,positive,0.43615420352953066
布鲁斯威利斯厉害了,weighted_merge,positive,0.21079850083180535,0.23599699078914677,0.5532045083790478,威利斯,"","",6,positive,0.27503084279734685,0.29475846565180114,0.43021069155085195,positive,0.43021069155085195,演员,0.11444998788349303,0.14785477849516523,0.7376952336213417,positive,0.7376952336213417
Monica向Chandler求婚的场景看得泪眼婆娑感动不已,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,婆娑,"","",6,positive,0.5361512244377559,0.35546038125739354,0.10838839430485057,negative,0.496436318923848,剧情,0.24902721862616622,0.22067738565850492,0.5302953957153289,positive,0.5650883293660452
求婚那段哭了,llm_override_pos_neg_conflict,positive,0.0,0.0,1.0,那段,"","",6,positive,0.25382871983052074,0.3000199630866926,0.4461513170827867,positive,0.4461513170827867,情怀,0.6155560979578554,0.2377980046151879,0.14664589742695675,negative,0.6155560979578554
"想着看两集睡觉，但从意识到Chan的求婚计划之后就欲罢不能。
我好想知道这个一直在胆怯、恐惧承诺的男孩，能不能最后迈出那一步。
Chan和Mon都是自卑到骨子里的，极度缺乏安全感，只是体现方式不同，一个畏缩，一个渴求，或者说Mon还多了股韧劲儿。没有比他们更登对的人了。
被暴击了，我真的没有想到，这辈子竟然有那么几个瞬间，我会觉得，爱情，甚至是婚姻，其实也没有那么遥远而绝望。
似乎对命运，对邂逅，对遇见一个对的人重新产生了希望。他们俩是可爱的，但绝不是完美的；我是有缺陷的，或许也会在某个人的眼中变得可爱呢？",weighted_merge,positive,0.5161201224138773,0.2957230434894832,0.18815683409663958,计划,positive,评论整体表达了对剧情的强烈喜爱、情感共鸣和积极感悟，属于明确赞扬。,6,negative,0.5294995145630608,0.2979022268383827,0.17259825859855646,negative,0.5294995145630609,剧情,0.49605103419010177,0.2924542684661339,0.21149469734376425,negative,0.49605103419010177
有点水的一季，除了“如果没有”两集外，没啥大事件推动的剧情，除了结尾两集。莫妮卡这季身材怎么突然这么好。,weighted_merge,neutral,0.3079813989413286,0.3881179209628335,0.30390068009583787,莫妮,"","",6,neutral,0.24793441510165565,0.4307052508571746,0.3213603340411697,neutral,0.4307052508571746,剧情,0.398051874700838,0.3242369261213218,0.2777111991778401,negative,0.398051874700838
Ross和Rachel离婚大战编剧编的好精彩/Joey吃土后终有转机/Chandler秘密求婚收尾太太精彩 （本季瑞茜威瑟斯庞 布鲁斯威利斯客串,llm_override_large_gap_conflict,positive,0.0,0.0,1.0,精彩,"","",6,positive,0.0313291431752422,0.27618458387221284,0.692486272952545,positive,0.692486272952545,剧情,0.25782278180122375,0.4005740284919739,0.34160318970680237,neutral,0.4005740284919739
最后求婚又哭惨了。,weighted_merge,positive,0.6761279476449364,0.17138060743785904,0.15249144491720443,求婚,positive,评论表达了被剧情深深打动的情感，属于明确偏赞扬的倾向。,6,negative,0.5153072054592608,0.24593708825298882,0.2387557062877504,negative,0.5153072054592608,剧情,0.9173590609234501,0.059545886215164406,0.02309505286138544,negative,0.9173590609234501
虽然只是情景剧，莫妮卡和钱德勒抱在一起的那一刻我还是泪目了。一段关系有结果，太不容易了。在钱德勒眼里，莫妮卡的强迫症控制欲反而让他享受其中，而莫妮卡也能包容钱德勒许多的不成熟。罗斯和瑞秋仍在寻寻觅觅，始终兜不回彼此身边。乔伊还是个只要有披萨或者小姐姐就满足的大男孩。菲比仍然一副怪咖傻大姐模样。上一季罗斯和瑞秋结婚了，这一季莫妮卡和钱德勒结婚了，下一季该整乔伊和菲比？,weighted_merge,neutral,0.2954804776961573,0.42795427444383605,0.2765652478600067,模样,"","",6,neutral,0.29786272739670244,0.45218881337368977,0.24994845922960787,neutral,0.45218881337368977,情怀,0.2919071031453396,0.3916024660490555,0.3164904308056049,neutral,0.3916024660490555
求婚那段！好感人,weighted_merge,positive,0.2266576235257305,0.33563148199585247,0.43771089447841705,那段,"","",6,positive,0.22554835469445192,0.271532764325844,0.5029188809797039,positive,0.502918880979704,剧情,0.2283215267726483,0.4317795585008652,0.3398989147264865,neutral,0.4317795585008652
当Monica抢先下跪的时候，我发觉我对她的印象从来没这么好过……,weighted_merge,positive,0.5016850826269648,0.33454914443148953,0.1637657729415457,发觉,positive,评论通过具体情节表达对角色行为的强烈认可和情感共鸣，整体情绪明确偏赞扬。,6,negative,0.5928842149409809,0.33726580864662603,0.06984997641239306,negative,0.5928842149409809,演员,0.36488638415594055,0.3304741481087848,0.30463946773527467,negative,0.36488638415594055
布鲁斯威利斯一出现，强烈感受到电视剧演员和电影演员的差别,weighted_merge,positive,0.18826447305459326,0.3827172225727693,0.4290183043726375,演员,"","",6,positive,0.12750787829986124,0.33364567260180167,0.538846449098337,positive,0.5388464490983371,演员,0.2793993651866913,0.4563245475292206,0.26427608728408813,neutral,0.4563245475292206
没有新剧看的空档期，就看老友记~,weighted_merge,neutral,0.3748034159780567,0.4092477878704008,0.21594879615154255,老友,"","",6,neutral,0.4350287924715517,0.4075928183672672,0.15737838916118113,negative,0.4350287924715517,情怀,0.2844653512378142,0.4117302421251012,0.3038044066370847,neutral,0.4117302421251012
