comment,keyword,season,sentiment_association,topic_category
笑中有泪，编剧和演员都很强悍，堪称经典，火了十年有它的理由。,演员,10,positive,剧情
Rachel应该去巴黎,巴黎,10,neutral,剧情
每个人都只能陪你走一段路，该如何不说再见。,只能,10,neutral,剧情
先前的看后都是笑了。这一季看完我是哭了~~,先前,10,positive,情怀
放假回来一口气看完，除了感动和怅然，还能说什么。,感动,10,positive,情怀
从第一季可以笑到第十季。这才是所谓的经典啊。真是舍不得就这么看完了。TAT,经典,10,positive,情怀
(??д??) 各位老友保重,保重,10,positive,情怀
当时大结局以及回顾害我狂飙泪。,结局,10,positive,剧情
这一季里的Monica既丑陋又讨厌,讨厌,10,negative,演员
每个人都只能陪走一段路。真是太伤感了,伤感,10,negative,情怀
最近在重刷老友，每一次看都是满屏的感动,感动,10,positive,情怀
终于看完了。感觉Rachel 跟Ross 又要开始一段狗血的恋爱啊，Ross是该剧里唯一一个越看越讨厌的人。这一季里，其实好多集都蛮敷衍的，不过总体感觉也没太差，作为一个剧的第10季。。。。,恋爱,10,neutral,剧情
多年以来有个执念是希望能找到真爱一起看完10季老友记，那么在结束的时候就不会过于伤感。和很多人重复了这个过程，最久的一个坚持到了第四季。在遇到男朋友之后，所有曾经“幼稚”的执念都变成了触手可及的小事，一切都比幻想和期待的还要完美。,老友,10,positive,情怀
不说再见。,再见,10,neutral,情怀
一口气在 Netflix 上看完了十季，两百多集，像是追了一部上世纪末的韩剧一样……,十季,10,positive,情怀
他们相处的基础是诚实，不管如何用谎言起头，必然用实话结束。他们珍惜和习惯了每一天的相见，但凡有一个人有离开的可能都万分痛苦。搬家也好巴黎也好，更美好的未来都抵不过分离之苦。老友天天见。不要轻言远离。,人有,10,positive,剧情
"看完第四遍，第五遍开动！
从最开始喜欢Joey和 Phoebe，到后来喜欢Chandler和Monica，当然Rachael也很讨喜。倒是越来越不喜欢Ross，这个理工科高材生是各种笑料提供者，但他的性格太龟毛喜欢不起来，这一季前两集他对J&R恋的反应简直令人生厌。",喜欢,10,positive,剧情
重温经典,经典,10,positive,情怀
不敢相信我把它看完了……,不敢相信,10,negative,剧情
十年，离开那间公寓的时候，每个人都掏出了一把钥匙。,公寓,10,neutral,情怀
再一次看完最后一集，再一次感慨：不会再有这样好看的剧了。,感慨,10,positive,情怀
真的看完了。莫妮卡他们要搬走了，乔伊跑过来道别，又问还有吃的吗，莫妮卡说冰箱里准备了意面。被感动到。大概因为自己很难成为可以这样付出的人，没有这样可以无条件付出的人。,搬走,10,positive,情怀
我们就这样各自奔天涯,天涯,10,neutral,情怀
十年，感謝這些微妙的關係,十年,10,positive,情怀
这季集集经典，超高水准收官。没有一个人是完美的，但这并不妨碍我们成为朋友、恋人与亲人。Rachel刚来的时候，自我中心刻薄大小姐脾气，但十年后她在工作上独当一面，也成为一个勇敢的妈妈。Mo强迫症好胜，但她好客宽容。Pheobe古怪闯祸有时也挺双标，但又是出奇得慷慨。Joey不学无术，但对待朋友又是最真诚温柔的小天使。Chandler开着不合时宜的玩笑，却又有看透人生的大智慧。对Ross来说，哪来长得这么好看的nerd呢??在思想性上已经非常超越时代了。每个人都能获得幸福，它与成功有关吗？,小天使,10,positive,情怀
Emma今年18岁了，她看到她的周年录影了吗？朋友们都还好吧？,朋友,10,neutral,情怀
舍不得看也还是看完了~~  最后一季 竟然还有fanning  真好~,fanning,10,positive,情怀
4颗星，因为我不喜欢ross和rachel在一起这个结局。why ross？？why？真的太讨厌他优柔寡断又小气的性格。真的爱rachel的话，过去那么多年为何他不愿意放下他小小的自尊把她追回来？真的很不喜欢这个结局,结局,10,negative,剧情
到了这季几乎每集都在哭，结局更是哭到哽咽反胃，拆掉的足球桌、Phoebe雪中的婚礼、rach的告别式、the bings的乔迁...每个细节都是离别的注脚，十年化作六把留有余温的钥匙，未来是新的旅程。感谢一年来日夜兼程的陪伴，告别比想象中的还要难，我爱你们,结局,10,positive,情怀
铺垫了十季，就是为了让罗斯和瑞秋在一起吗,十季,10,positive,剧情
和六个亲人分开了，太多难过不舍。最后一集完全hold不住，从rach说她和ross再也不分开就开始哭，断断续续一直哭到结尾。。你们的故事结束了，四个月的快乐时光结束了，留给我这个寒冬让我怎么过？,hold,10,positive,情怀
总觉得不可能就这么完结了,完结,10,neutral,剧情
"一间公寓 六个老友 还有一座咖啡馆 
油盐酱醋 磕磕绊绊 
谈笑间 已是百味人生...

欢迎来到现实世界 它糟糕得要命 但你会爱上它的",人生,10,neutral,情怀
到了这最后的一季，整季都透露出浓浓的感伤！不是结束，是开始,浓浓的,10,positive,情怀
不忍远离！最后一季尽量慢慢看，也有看完的一天,慢慢,10,positive,情怀
Rachel下飞机那段真是哭惨了。六个人的十年陪伴了我短暂的四个月，多感激。空空的房间里留下了六把带着体温的钥匙，新的旅途已经启程。,rachel,10,positive,情怀
總算都看完了，最後一季就是湊數的趕腳。,總算,10,neutral,剧情
一遍遍的 哭,一遍,10,positive,剧情
十年老友记，一生朋友情。,一生,10,positive,情怀
20事20毕第十弹，今年3月4月全交给了老友记，依然最后一集拖半年。【朋友是自己挑选的亲人】天知道我有多羡慕。但情景喜剧的完结，这种大杀器真的不想再承受了，堪比失恋。,大杀,10,positive,情怀
终于补完..,终于,10,positive,剧情
就这么结束了......那些年，我们一起追的老友记,老友,10,positive,情怀
结局太好了 ~,结局,10,positive,剧情
估计编剧也是难以为继了，最终大结局的结果太突兀，结尾太匆忙。,最终,10,negative,剧情
离别真的好难。没想到跟这部剧道别会像跟一个老朋友道别一样那么难。北漂的这第一年，太感谢有这部剧陪伴的一百多个夜晚。做一大碗好吃的端到房间，打开一集《老友记》，绝对是这一年让我最快乐、最乐此不疲的事情之一。最打动我的是真诚。虽然每个人都有自己的臭脾气、怪癖，但他们对彼此都很真诚。还有他们的乐观。无论遇到多么糟糕的事，三番五次离婚、逃婚、戴假胸工作、失业、看上的男人被姐姐抢走、经纪人去世，每次都会有人开玩笑，互相帮助一起度过难关。最后是编导的反转。每次当我觉得罗斯真的要完蛋瑞秋真的要离开他的时候，每次都让人惊喜直到最后的最后。感谢《老友记》，YYDS!,快乐,10,positive,情怀
最经典的一部情景美剧了。当年用来学英语，看了无数遍。,情景,10,positive,情怀
总是不忍结束,结束,10,positive,情怀
满满的感伤，陪伴我走过了半年的十季就这么完结了,走过,10,positive,情怀
【2018年11月】Rachel实在不该为了Ross放弃去巴黎而回到那个她已经做厌了还被解雇了一次的旧工作。未来她和Ross一旦出现了重大的矛盾或困难，她都会wonder一个无解的what if。Ross一直在做着自己的dream job，他为什么不能为Rachel考虑一下，让她也去做自己热爱的事情呢？这大概也是我一直没有那么喜欢Geller兄妹的原因吧—Monica太没安全感而Ross太自我【2017年4月】八年以来重复看了许多次，最喜欢的人物一直在变化，大概我慢慢对人生要事有了不同理解。曾经最喜欢Joey和Phoebe，因为他们俩游戏人生最轻松有趣；后来最喜欢Rachel，因为她有许多缺点但一直在成长；现在最喜欢Chandler，他努力摆脱心魔做出了人生承诺，他脆弱又坚强，有趣又悲伤。,ross,10,negative,剧情
一个月看完十季，感觉很微妙，像一场梦，又感觉弥补了不知何时丢失的一整个十年。Joey说的对，大部分人到一定年纪就定型了，朋友圈也定型了。最后他们成了家人，再难开拓新的社交圈，也拥有了最珍贵的羁绊。人的成长和感情真的很微妙呢。,弥补,10,positive,情怀
真是不接受Rachel和Joey那一段啊啊啊啊啊,啊啊,10,negative,剧情
看片花的时候恍然大悟，原来结束了。。。没缓过劲来,结束,10,negative,剧情
追了十年和我这种慢慢看一年就看完的家伙之间差了几百季Friends呢！会再看的！,慢慢,10,positive,情怀
突然有点疑惑男女之间真的存在纯洁的友情吗，6个人中4个变成了情人，这是不是说明了点什么,之间,10,neutral,剧情
十个季都看完了 感动得不行了  真的太感动了  呜呜呜  知道会完结的但是又不想它完结  呜呜呜  我不行了  不能自拔啊,感动,10,positive,情怀
第一集&最后一集 对于我 都是转折期,集一,10,neutral,剧情
感动最多的一季，好几次差点落泪~,落泪,10,positive,情怀
总结一下全十季中最爱的top 3：赌房子；Greene夫妇同时参加Rachel生日大家帮忙掩饰；They don't know that we know they know we know！必须的！,"",10,neutral,剧情
"第十季不如第九季好看。可是要完结了，有点儿小失落。虽然剧情很平实，但是还是充满了感动。也许很多美剧达人很看不起FRIENDS,但是它在我心中的地位是第一的。。",第九,10,positive,情怀
大概因为之前一直有这部剧会续上新一季的幻觉吧，我一直没标记“看过”第十季，让其处于未完成状态，但这部剧在今天戛然而止了，泪水为你而流，RIP，我最爱的Chandler.,新一,10,negative,情怀
尽管合久必分，但朋友终归是一辈子的事。Friends,终归,10,neutral,情怀
每个人都会有个老友，一生的老友,一生,10,positive,情怀
终于把这个系列的签补完了。,系列,10,positive,情怀
整整十季啊，真是看出感情来了，六人行，菲比找到了自己的爱情，罗斯与瑞秋终成眷属，莫瑞卡与钱德勒喜得双胞胎，唯独情圣依旧单身。一切好像那么美满，但生活毕竟不是情景剧啊,罗斯,10,positive,情怀
最後一季我都捨不得一天看兩集了 拖了好多天才看的最後一集 之前還被朋友騙說 瑞秋一個人帶著孩子去法國了 好在他只是惡搞的劇透了我一下瑞秋最終還是爲了Ross回來了 讓他們小孩有了一個完整的家 最後好像只有joey自己一個人還單著了 到他們走出那間天天泡在一起的公寓畫面暗下來時 整個人都失落了,一季,10,positive,情怀
SIGN~~最后还是分开了。。,分开,10,neutral,剧情
在飞机遇到气流无法落地时，看到菲比结婚，一群人在大雪里感动热泪，就觉得太美好了。意识到最后一季会是别离，会有很多不舍，但是想到疫情期间这半年的陪伴，还是感激。也许，对于我们来说，这只是众多剧中的一个，但对于演员来说，这是他们一生最重要的东西。人和人在乎的总是不一样。看完脑海一直循环《想自由》。,大雪,10,positive,情怀
一切故事终有尽头……但只18集，太仓促了,尽头,10,negative,剧情
曾经打开第一集十分钟就看不下去 今年因为要备考所以拿来当无需做选择的闲暇下饭剧 真的很放松不费脑 真的没想到以这种方式看完了十部老友记 放到十几年后依然是我们没有过上的生活方式 respect【没想到离考试还有四个月我就刷完了这下可完了】,打开,10,positive,情怀
看完最后一季最后一集，心中怅然若失，完了，明天吃晚饭时该看什么呢。。。,心中,10,positive,情怀
至此老友记十季全部看完。,十季,10,positive,情怀
回顾的时候　姐哭的稀里哗啦的,哗啦,10,positive,情怀
我用不到一年的时间去观看了六人的十年，一段不短不长的经历，感谢老友记带给我的欢乐和感悟，这是一场不散的宴席，瑞秋没有去巴黎，他们六个人依旧在纽约，只是离开了那间老房子,我用,10,positive,情怀
钱钱的人设有点生硬 他明明那么charming??却要被编剧塑造成charmless人设,charming,10,neutral,剧情
"猝不及防地结束了，但我会想你们的。真的。
感谢十年十季的陪伴，我爱你们。如果说得再真诚一点的话，除了Ross我都超级喜欢。（当然Ross我也算是喜欢～
我依然觉得Rachel可以和Joey发展那么一下下(/ω＼)",依然,10,positive,情怀
终于完了。耶。,终于,10,positive,剧情
我一直期待着Joey同Phoebe一起,期待,10,positive,情怀
风雨同舟，十载友谊,友谊,10,positive,情怀
天下无不散筵席，朋友也终须分离。,朋友,10,neutral,剧情
这才是一部长剧应有的结尾,应有,10,neutral,剧情
一把鼻涕一把泪地看完了,一把泪,10,positive,情怀
2025年6月重刷第十季,第十,10,neutral,情怀
十季全部刷完。每个角色性格竟然从第一季到第十季能保持高度一致不容易。越看到后面就越能理解剧中的笑点。看完十季还是觉得第七季是最爱。,第十季,10,positive,剧情
十季，在瑞秋和罗斯的和好中，莫妮卡和钱德收养了对双胞胎中完结。我们都长大了。,钱德,10,positive,情怀
怎么也想不到，补完《老友记》也跨越了我个人的十年。,跨越,10,positive,情怀
不拖泥带水的结尾,结尾,10,positive,剧情
十年泪与笑,十年,10,positive,情怀
看完老友记 就和失恋一样,失恋,10,negative,情怀
第一遍只是开始，还会有更多的,第一遍,10,neutral,剧情
我曾经以为我没看过这一季，但是发现我是看过的。。ps Rachel在飞机上那个说要下飞机的乘客是Dean!!   pps C&M新家那个小孩儿是D.Fanning  最后 Mike好帅！每一个疯姑娘都会遇到她的Mike,乘客,10,neutral,演员
生命里恋人们来来去去，但朋友永远是朋友！,朋友,10,neutral,情怀
一把眼泪一把鼻涕。。。,眼泪,10,positive,演员
看完老友记，人生必做的事就又完成一件。对他们每个人的故事，作为一个观众都难以做到以一个旁观者的姿态去看，仿佛我们每个人都是那第七个人。每个人都不完美，然而他们都是如此的善良，如此为对方着想，我们在现实中难以实现的梦想，老友记替我们圆了十年，真好,人生,10,positive,情怀
结束快10年了。。。。,结束,10,positive,情怀
真舍不得,舍不得,10,positive,情怀
ross这个角色真奇怪，他只要不和rachel在一起的时候，怎么小心眼怎么矫情怎么事儿都挺可爱的，一和rachel拧在一起就变得特别讨厌了，所以为什么好朋友一定要要成为情人呢（为了情景喜剧能继续拍下去）。同理monica ，geller家两个人和恋人在一起的时候，就变得不可爱了。最后是真的最喜欢Joey了。,奇怪,10,neutral,演员
终于看完了。之前看的大都零零散散。笑中带泪的一部电视剧，于是我们成长，我们分离,成长,10,positive,情怀
这季集数少，剧情也没之前精彩但毕竟是最终季。钱钱和Mon搬家能理解，Rach和Ross复合实在有点不喜欢，最后，怎么可以只剩下小可爱Joey呢～,搬家,10,neutral,剧情
happy ending。。。十季笑与泪。,十季,10,positive,情怀
这些让人喜让人忧的美丽的日子啊,日子,10,positive,情怀
I can't believe I finished it! ||||| 2021.06.24，隔了十年，看完第二遍，看的过程中发现居然好多主要剧情都忘了,发现,10,positive,剧情
怨不得那么多人不忍别离，如果真的看了十年，恐怕比大多数生活中的朋友还要认识更久。生活大爆炸会出十季吗？,更久,10,positive,情怀
用了一年，终于把10季看完了，真的会不舍得的。,终于,10,positive,情怀
直到最后，我最喜欢的还是瑞秋,喜欢,10,positive,演员
"如果在故事的最后，瑞秋去了巴黎，老钱和Mon搬去了郊区，大家各自开启了对人生的新计划并且move on有了各自的新生活，可能会让它更接近生活本身的样子，而不是一部只拍给沙发土豆看的无脑情景喜剧。这无疑是一部非常优秀的作品，只是如果编剧不那么执着于凑RR的happy ending,它本可以有更多的意义。最后，感谢你们，friends，人生的路上有了你们的陪伴让我觉得非常幸运",巴黎,10,positive,剧情
谢谢你，给我带来如此多的感动。我会将这感动，一直延续下去。,感动,10,positive,情怀
看的我稀里哗啦，最后一季看了N久，舍不得离开，最后还是下了飞机成就了Ross，分别了，好想你们再继续，这是我看过的最好的美剧！真的舍不得的美剧。最舍不得你们分开搬家的美剧，我希望看到你们结婚生子，快乐幸福生活的美剧。哎呀，心里好桑感。,美剧,10,positive,情怀
挺感慨的，唯一的槽点是瑞秋莫名其妙爱上joey…joey爱瑞可以get铺垫的很合理，瑞秋爱joey太跳跃了…宾夫妇的每一个抉择都是朋友圈里第一对跳出去的人的样子，人最终都是要回归家庭，偏心小家的,莫名其妙,10,positive,剧情
10 years。,years,10,positive,情怀
特别不舍的看完了,不舍,10,positive,情怀
也算是慢热的作品 开始补经典老剧 第一感觉是没那么好笑也没那么出彩 很多套路已经看到了结局 直到后面op响起就有一种秘制归属感 瑞秋小姐好美 里面姑娘的衣服各有风格都大爱 ross长的太象猴子了 演技风格也喜欢不起来,第一,1,neutral,剧情
看过的最长的也是最值得的电视剧,电视剧,1,positive,剧情
用十几天的时间穿越了整整十年。或许是因为时间过短，对于一些让多数人流泪的回忆镜头，对我来说，如同一部电影里面出现的插叙一样吧。,回忆,1,neutral,情怀
这个已经没法评价了。。。这不是剧集。。。完完全全就是十年的生活。。。十年的青春,全十,1,positive,情怀
我有信心看到第十季！,第十,1,positive,剧情
人生得一知己足矣，何况是一屋子的老朋友，学英语的好教材。,老朋友,1,positive,情怀
看过五遍了。。。,五遍,1,positive,情怀
已经影响到本人的幽默感了，不能再看下去了……,幽默感,1,negative,剧情
看到第十季总不想让它结束,结束,1,positive,情怀
渐渐理解了里面的幽默,幽默,1,positive,剧情
這部經典 我有信心在我人生以後的日子會反復再看很多很多次,人生,1,positive,情怀
练口语。练听力。练生活,生活,1,positive,情怀
渐入佳境 越看越喜欢 经典的魅力,经典,1,positive,情怀
有多少旧时光 能够这样去回忆,回忆,1,neutral,情怀
掺杂回忆的东西,回忆,1,neutral,情怀
2022年才看老友记是我的损失,损失,1,positive,情怀
越来越爱,越来越,1,positive,剧情
"在老挝Vang Vieng这个地方,所有GUEST HOUSE,饭馆,咖啡厅的电视都播FRIENDS的DVD....每天看都疯了",都播,1,negative,情怀
[MSc] 耐心看总会喜欢,耐心,1,positive,剧情
经典不愧是经典,不愧,1,positive,情怀
播出三十周年了,三十,1,positive,情怀
看了不下20遍,"",1,neutral,情怀
之前觉得这剧不是我的菜，不过看了一季，觉得还是蛮经典的啊~,这剧,1,positive,剧情
这片子很亲切~,亲切,1,positive,情怀
看到爱情公寓大电影上映了，突然想起来自己还欠老友记十个五星。,电影,1,positive,情怀
【重看补记】吃午饭的时候开始重看，还是觉得以前喜剧的笑点太赞了啊。哭了两次都是因为Phoebe...一次是跟科学家男朋友分手，一次是假装姐姐安慰Joey，她真的太善良了...,喜剧,1,positive,演员
"又看了一遍
真的好喜欢Monica 她的性格有我的影子
好喜欢Rachael 好看又可爱
三个“男生”也都好棒好喜欢",影子,1,positive,情怀
其实现在回过头去看。。也并不是那么有趣,有趣,1,neutral,情怀
一直不敢一次性看完，从2006年一直到2010年，足足四年才让我有勇气看到final。倒数第二集，永远会在U2的walk on旋律响起的那一刻潸然泪下。我根本无法想象陪伴了他们十年的美国观众在大结局的那一刻是何感受。十年，人生的七分之一，青春的一大半。这样的友情，这样的友情！！！,一刻,1,positive,情怀
就想这样几个好友，聚会游戏聊天出馊主意做饭。,聊天,1,positive,剧情
有点神奇，我突然对合租有了全新的看法。,全新,1,positive,剧情
永远爱你们。,永远,1,positive,情怀
经典是很难逾越的,逾越,1,neutral,剧情
和《银魂》一样，纵使豆瓣评分高到咋舌，于我的观感虽渐入佳境但还是未能达到预期。……因此没继续追剧的动力了。—— 2020.06.03：这些年因观看的《咱们裸熊》等影视“提”到《老友记》，冲着其超高的评价决定再次试看一下第一季，这次总算比较能GET到趣味，也有追完全剧的想法了。（罗斯的“马赛尔”本来就让我联想到《好奇的乔治》，没想到EP21它在发情期时就对瑞秋的“好奇乔治娃娃”做了某事，哈哈……）,评价,1,neutral,剧情
I AM Chandler（请给倒数第二个词滑稽的重音）. 大多数说“喜剧的内核是悲剧”的人根本就不懂，还以为菲比没爹没娘乐呵呵就是悲剧所在，但其实是悲剧的内核是喜剧：六人的脸浮现在罗斯孩子的眼睛里、楼下的老人留下一把扫帚、编剧的名字和片尾曲，人生如纽约幻景，纽约如窗外一梦；高中时和好朋友说“我们的日常就是情景喜剧真人秀”，那也太好了，幸福的笑料、反转的爱情、固定的角色，简直如永恒琥珀，即使莫妮卡拉灭台灯,悲剧,1,positive,情怀
半年的午餐时光,时光,1,neutral,情怀
美剧启蒙！,启蒙,1,positive,情怀
第一次看的时候最喜欢瑞秋和罗恩，后来又喜欢莫妮卡和钱德勒，前段时间发现很喜欢菲比和乔伊。其实我喜欢每一个人。,喜欢,1,positive,演员
这部剧应该永远都会在我心中排第一，没有什么比闺蜜和兄弟都在一个城市甚至住在一起更幸福了,闺蜜,1,positive,情怀
坚持看7-8集以后人物的性格逐渐清晰化，也逐渐适应了笑点和节奏。喜欢钱德勒。三星半。,节奏,1,positive,剧情
那一段青春岁月,岁月,1,positive,剧情
好爱的一部美剧，大爱大爱啦~ 哈哈，谢谢你的一直陪伴，就是现在还是会偶然重温下的。,美剧,1,positive,情怀
我真心不是这部剧的粉丝！,粉丝,1,negative,情怀
真是喜欢这样朋友的感觉。,朋友,1,positive,情怀
人生第一部美剧，口语进步这部剧的贡献巨大,美剧,1,positive,情怀
人生至爱,生至爱,1,positive,剧情
真的挺搞笑的···过年假期就应该看看这个···也省得天天看录播的春晚不是？              不想说再见。还是哭着说再见。,搞笑,1,positive,情怀
本出生的时候好感动。,感动,1,positive,剧情
看之前一直以为是纯粹的六个朋友，没想到有兄妹，还有爱慕对象，这点倒比较失望。莫妮卡很漂亮但是太瘦了。刚开始看几集觉得除了乔伊以外，另外两个男的都有些怪，后面好多了。,漂亮,1,neutral,剧情
我好喜欢菲比的精神状态,精神,1,positive,演员
我喜欢看莫妮卡发脾气和菲比唱歌,脾气,1,positive,演员
一半一半 得挑着看。,一半一半,1,neutral,剧情
是什么让我决心这时候开始刷老友记，是因为生活太苦了吗：）,这时候,1,positive,情怀
给生活找个方向....,方向,1,positive,剧情
看了N次不闲多,不闲,1,positive,情怀
最喜欢Chandler,chandler,1,positive,演员
这是心中最经典了，反反复复看了很多年。,经典,1,positive,情怀
十年一梦老友记,老友,1,positive,情怀
不用再说什么了。自己都不记得看过多少遍。,记得,1,positive,情怀
很长，但剧中角色在成长。美国肥皂剧里算是趣致了，最爱Chandler.,肥皂,1,positive,演员
前几季好看,好看,1,positive,剧情
"2月25号到4月27号，62天，平均每天4集。终于看完了。这甚至让我觉得凄凉...
不管怎样，真的很棒！",终于,1,positive,情怀
好看不解释,解释,1,neutral,剧情
原先很抵触 没想到用3个月经历了他们的十年之后 发现那其实是最最真实的情感,发现,1,positive,剧情
一辈子的最爱,一辈子,1,positive,情怀
十季x6,x6,1,neutral,剧情
友情永远都是我们生活的主题，也永远不会过时……，让我们开始怀念吧……,主题,1,positive,情怀
我喜欢Chandler，我喜欢Phoebe，喜欢Rachel，喜欢Joey，喜欢Monica，喜欢Ross。。。喜欢有老友记陪伴的日子,phoebe,1,positive,情怀
"陪左我好多年,對佢地有太親切既感覺",好多,1,positive,情怀
教我如何不爱,教我如何,1,positive,剧情
我看美剧一向是有头无尾的，只有Friends例外。大二的十一假期里，我曾经一晚上看完过一季。一直到追上了进度，与它一起走过最后两季，看着它结束十年的历程。Friends是永远无法被逾越的。,无尾,1,positive,情怀
我们十年的欢笑——对于Friends，我只有两个字形容：完美。这十年里，我们陪着Ross，Rachel，Monica，Chandler，Joey，Phoebe一起走过，他们的笑他们的哭，我们都一起经历。曾经以往历历在目，我们不会忘记，有这样的六个人，给我们带来了无尽的欢笑和回忆。,欢笑,1,positive,情怀
最爱的美剧了 看完最后一集心里空荡荡的 总能想起六人之间的大事小事和屁事破事,空荡荡,1,positive,剧情
永远经典的美剧。。10季。。Jennifer Aniston美国一代甜姐。。许多人物都很嗲。。,甜姐,1,positive,演员
有些经典还是要补一下。,经典,1,neutral,情怀
五年终于把这个剧看完了。,终于,1,positive,情怀
整体非常棒，每一集都搭配的很好。以一场错过结束第一季，还是挺让人嘘唏的。但在这样的生活里，也许只需要嘘唏，不必悲情。,结束,1,positive,剧情
只看过第一季,第一,1,neutral,剧情
经典的美国肥皂剧，轻松幽默，百看不厌????,轻松,1,positive,情怀
唯一经典 经典唯一,经典,1,positive,情怀
十年的友情并不长，身边也曾有很多朋友，但因为各种原因渐渐疏远甚至多年不再联系以至面目模糊，好在还有最好的一个朋友将近二十年友情，起风落雪时仍相互挂念。,面目,1,neutral,情怀
以前去朋友那里的时候她就在看，还强烈推荐说超级好看，看了几集，还行，没那种超级喜欢的感觉。这久又追着看从头开始看了。有好笑的但是也没有像2B姐妹那样的超级搞笑。可能各人喜好和笑点不一样吧。再接着看下去可能会喜欢吧。,好笑,1,positive,剧情
重温N遍都不腻的老友~~~,老友,1,neutral,情怀
美剧经典，当之无愧no.1??当初英语老师力荐，一口气看了10季…羡慕他们的友情与爱情…I'll be there for you,经典,1,positive,情怀
如今我还反反复复翻出来看,反反复复,1,positive,情怀
分分钟在笑 太赞了！最后竟然展开略狗血的剧情 哎哟 Jennifer Aniston好美σ(????ε??｀*)难道是拍这个红的吗,aniston,1,positive,演员
没事就重看啊!,没事,1,positive,情怀
出乎意料的好看,好看,1,positive,剧情
笑得前仰后合,前仰,1,positive,剧情
肥皂剧也有经典,经典,1,neutral,剧情
经典是有道理的。看完好想玩德州扑克是怎么回事。,扑克,1,positive,情怀
当时一起看老友记的朋友已经不在身边了，值得庆幸的是老友记还一直在，总能逗我开心,身边,1,positive,情怀
"1集弃（煎熬），生活大爆炸好看太多了
很久以前看过几分钟，因为get不到笑点就没继续看，然后一直没找到机会再捡起来看，今天看了一集，依旧完全get不到笑点，所以不理解为啥说爱情公寓抄袭，爱情公寓我觉得很好看（初中的时候看的），哪怕是抄袭，把笑点都本土化了，也是很大的本事啊，翻拍就容易吗，现在多少翻拍是垃圾",生活,1,negative,剧情
初中的时候有个人跟我说很好看，但是尝试着看了第一集感觉没意思就弃了，一年前为了好好学英语又试着看了一下第一集，结果还是觉得没意思又弃了，几天前忽然发现一年前下的第一集还在，就又试着看了一下，结果一看就停不下来了，人的成长还真是奇妙啊。,第一,1,positive,情怀
无理由5星,理由,1,positive,剧情
闲来无事就要看老友记。。两天刷完一季，真是太美好了。。,老友,1,positive,情怀
弹指十年。,指十,1,positive,情怀
美剧经典！当初只是老师推荐，为了提升英语听力看的，没想到一下就看进去了，现在还会时不时的找出来翻看。,英语,1,neutral,情怀
什么东西能让人看二十次 肯定里面都有无可复制的美,肯定,1,positive,情怀
这五星打给那第一季被删掉的32分36秒——2022.02.11 国内引进的第一天,第一,1,neutral,情怀
天然美语教材,教材,1,positive,演员
剧里他们26岁，在26岁才开始看老友记是不是我的幸运！！,幸运,1,positive,情怀
3.5 头几集无聊尴尬到难以忍受（花了我十年的时间才终于撑过去），尽管后面渐入佳境，但时代的局限性依然明显，围绕偷窥和LBGTQ展开的段子令人不适，white washing也很严重。,难以忍受,1,negative,剧情
每次看都很开心！,开心,1,positive,情怀
重看 rachel真好看,好看,1,positive,演员
已经看过一次了。第二遍正在以晚上睡前MP3加白天英文字幕的形式进行。,mp3,1,positive,剧情
已经看了两遍。表示还要被逼着看第3、4、5、、、、、、N遍,两遍,1,positive,剧情
看到这六个人就觉得生活很美好，我要从头到尾回顾一遍~,美好,1,positive,情怀
烂熟于胸了。可隔三岔五还是要拿出来重温一下。,隔三岔,1,positive,情怀
无与伦比的经典。,与伦比,1,positive,情怀
一直没觉得安妮斯顿美在哪 看了第一季 我懂了,第一,1,positive,演员
23集亮了。,集亮,1,positive,剧情
最喜欢的美剧，看美剧的起始。,美剧,1,positive,情怀
参见千禧年时期都市喜剧鼻祖??不愧是老美的非物质文化遗产，真的很会拍！,都市,1,positive,情怀
永远的friends！,friends,1,positive,情怀
那绝对是经典 看多少遍都不厌,经典,1,positive,情怀
好笑 感动,感动,1,positive,剧情
结尾咋回事啊，突然给我整哭了,结尾,1,positive,剧情
10年。。。还是结束了  愿天下friends吉祥如意,吉祥如意,1,positive,情怀
说实话，看着那些配着幕后笑声的“笑点”（密集的罐头笑声）我完全不知道哪里好笑，他们在笑什么。还是喜欢生活大爆炸,笑声,1,negative,剧情
高中时周末断断续续地十季全看完了，连高三的时候也抽空看了。是我第一部完完整整看的美剧,十季,1,positive,情怀
曾经的最爱  偶像 马修·派瑞,偶像,1,positive,演员
减一星，因为拖太久,太久,1,negative,剧情
这个剧彻底颠覆了我对美国人的观念,观念,1,positive,剧情
"罗斯。
看来我真的弯了。",真的,1,positive,演员
老友记，是每位爱好英语的人必推的一部剧目，也有人说是练习口语和听力的最佳题材！说的很对，只不过由于文化差异，有些笑话听不懂！,剧目,1,positive,情怀
经典！经典！经典！像是生活中的一面镜子,镜子,1,neutral,情怀
挺搞笑的，台词轻松幽默，比较贴近生活，学英语的看挺好,幽默,1,neutral,剧情
确实是轻松搞笑的剧集，六个朋友之间的友谊让人羡慕。,确实,1,positive,剧情
"一入坑就出不来。
看完十季了，经典永远是经典
抄袭剧是不会有出头之日的",经典,1,positive,剧情
"十年啊
大家都变老了……",十年,1,neutral,情怀
越看越喜欢，六个人个性鲜明。不仅搞笑还有感动。随着他们开心而开心，他们受伤时又会跟随他们的心情一起低潮。,鲜明,1,positive,剧情
